DME,KZN
KZN,DME
KZN,LED
KZN,SVX
LED,KZN
OVB,SVX
SVX,KZN
SVX,OVB
IKT,OVB
IKT,YKS
OVB,IKT
YKS,IKT
ABJ,OUA
ACC,OUA
COO,OUA
DKR,OUA
OUA,ABJ
OUA,ACC
OUA,COO
OUA,DKR
BOG,GYE
BOG,UIO
GYE,BOG
GYE,UIO
UIO,BOG
UIO,GYE
BOD,ZRH
BRS,ZRH
GVA,LPA
LCA,ZRH
LPA,ZRH
TFS,GVA
ZRH,BOD
ZRH,BRS
ZRH,LCA
ZRH,LPA
ARN,TRF
TRF,ARN
DWC,MNL
MNL,DWC
ACC,DKR
ACC,LOS
DKR,ACC
DKR,DLA
DKR,LOS
DLA,DKR
DLA,LOS
LOS,ACC
LOS,DKR
LOS,DLA
YQB,YUL
YUL,YQB
BKK,SIN
DRW,SIN
HAK,SIN
HGH,SIN
HKG,SIN
HKT,SIN
KIX,MNL
KIX,TPE
KUL,SIN
MNL,KIX
MNL,SIN
PEN,SIN
PER,SIN
PNH,SIN
REP,SIN
RGN,SIN
SGN,SIN
SIN,BKK
SIN,DRW
SIN,HAK
SIN,HGH
SIN,HKG
SIN,HKT
SIN,KUL
SIN,MNL
SIN,PEN
SIN,PER
SIN,PNH
SIN,REP
SIN,RGN
SIN,SGN
SIN,SWA
SIN,TPE
SWA,SIN
TPE,KIX
TPE,SIN
SZG,ZRH
ZRH,SZG
FLL,MCO
FLL,TPA
JAX,TPA
MCO,FLL
MCO,RSW
PBI,TPA
RSW,MCO
TPA,FLL
TPA,JAX
TPA,PBI
BCN,CMN
BGY,CMN
BLQ,CMN
BRU,CMN
CMN,BCN
CMN,BGY
CMN,BLQ
CMN,BRU
CMN,LGW
CMN,LYS
CMN,SAW
CMN,TLS
CMN,TSF
LGW,CMN
LYS,CMN
SAW,CMN
TLS,CMN
TSF,CMN
CUR,AUA
ANU,PTP
CUR,SDQ
PTP,ANU
PTP,SDQ
PTP,SXM
SDQ,PTP
SDQ,SXM
SXM,PTP
SXM,SDQ
CAN,CKG
CAN,CTU
CGO,CGQ
CGO,CKG
CGO,CTU
CGO,HGH
CGO,HRB
CGO,KMG
CGO,URC
CGQ,CGO
CGQ,NKG
CGQ,TNA
CGQ,TSN
CKG,CAN
CKG,CGO
CKG,CSX
CKG,CTU
CKG,CZX
CKG,DLC
CKG,HAK
CKG,HGH
CKG,HKT
CKG,KHN
CKG,KMG
CKG,LHW
CKG,LJG
CKG,LXA
CKG,NGB
CKG,NKG
CKG,NNG
CKG,PEK
CKG,PVG
CKG,SWA
CKG,SYD
CKG,SYX
CKG,SZX
CKG,TNA
CKG,TSA
CKG,TSN
CKG,TYN
CKG,URC
CKG,WUH
CKG,WUX
CKG,XIY
CKG,XNN
CSX,CKG
CSX,CTU
CSX,FOC
CSX,KMG
CSX,SHE
CSX,WNZ
CSX,XMN
CTU,CAN
CTU,CGO
CTU,CKG
CTU,CSX
CTU,HAK
CTU,HET
CTU,HFE
CTU,HGH
CTU,HKG
CTU,HKT
CTU,ICN
CTU,KHN
CTU,KMG
CTU,KWE
CTU,LHW
CTU,LJG
CTU,LXA
CTU,MEL
CTU,NKG
CTU,NNG
CTU,PEK
CTU,PVG
CTU,SHE
CTU,SJW
CTU,SYX
CTU,SZX
CTU,TAO
CTU,TNA
CTU,TSA
CTU,TSN
CTU,TYN
CTU,URC
CTU,WNZ
CTU,WUH
CTU,WUX
CTU,XIY
CTU,XMN
CTU,XNN
CZX,CKG
CZX,HRB
CZX,XMN
CZX,ZUH
DLC,CKG
DLC,HGH
DLC,HRB
DLC,TNA
FOC,CSX
FOC,XIY
HAK,CKG
HAK,CTU
HAK,HGH
HAK,NGB
HAK,ZUH
HET,CTU
HFE,CTU
HGH,CGO
HGH,CKG
HGH,CTU
HGH,DLC
HGH,HAK
HGH,KWE
HGH,TSN
HGH,TYN
HKG,CTU
HKT,CKG
HKT,CTU
HRB,CGO
HRB,CZX
HRB,DLC
HRB,NGB
HRB,NKG
HRB,SJW
HRB,TNA
HRB,TSN
HRB,WNZ
HRB,WUH
HRB,XIY
ICN,CTU
JJN,KWE
JJN,WUH
KHN,CKG
KHN,CTU
KHN,KMG
KHN,NGB
KMG,CGO
KMG,CKG
KMG,CSX
KMG,CTU
KMG,KHN
KMG,KWE
KMG,NGB
KMG,NKG
KMG,TAO
KMG,TNA
KMG,TPE
KMG,XIY
KMG,XMN
KWE,CTU
KWE,HGH
KWE,JJN
KWE,KMG
KWE,LHW
KWE,SYX
KWE,WNZ
KWL,SJW
KWL,SYX
LHW,CKG
LHW,CTU
LHW,KWE
LHW,TSN
LJG,CKG
LJG,CTU
LXA,CKG
LXA,CTU
LXA,XIY
LXA,XNN
MEL,CTU
NGB,CKG
NGB,HAK
NGB,HRB
NGB,KHN
NGB,KMG
NGB,SHE
NGB,SYX
NKG,CGQ
NKG,CKG
NKG,CTU
NKG,HRB
NKG,KMG
NKG,SYX
NNG,CKG
NNG,CTU
NNG,SGN
NNG,WUH
PEK,CKG
PEK,CTU
PVG,CKG
PVG,CTU
SGN,NNG
SHE,CSX
SHE,CTU
SHE,NGB
SHE,TYN
SHE,YVR
SJW,CTU
SJW,HRB
SJW,KWL
SWA,CKG
SYD,CKG
SYX,CKG
SYX,CTU
SYX,KWE
SYX,KWL
SYX,NGB
SYX,NKG
SYX,TNA
SYX,WNZ
SZX,CKG
SZX,CTU
TAO,CTU
TAO,KMG
TNA,CGQ
TNA,CKG
TNA,CTU
TNA,DLC
TNA,HRB
TNA,KMG
TNA,SYX
TNA,XIY
TPE,KMG
TSA,CKG
TSA,CTU
TSN,CGQ
TSN,CKG
TSN,CTU
TSN,HGH
TSN,HRB
TSN,LHW
TYN,CKG
TYN,CTU
TYN,HGH
TYN,SHE
URC,CGO
URC,CKG
URC,CTU
URC,XIY
WNZ,CSX
WNZ,CTU
WNZ,HRB
WNZ,KWE
WNZ,SYX
WUH,CKG
WUH,CTU
WUH,HRB
WUH,JJN
WUH,NNG
WUX,CKG
WUX,CTU
XIY,CKG
XIY,CTU
XIY,FOC
XIY,HRB
XIY,KMG
XIY,LXA
XIY,TNA
XIY,URC
XIY,XMN
XIY,XNN
XMN,CSX
XMN,CTU
XMN,CZX
XMN,KMG
