GVA,LPA
LPA,ZRH
TFS,GVA
ZRH,LPA
BKK,SIN
HGH,SIN
HKG,SIN
KIX,TPE
KUL,SIN
SIN,BKK
SIN,HGH
SIN,HKG
SIN,KUL
SIN,TPE
TPE,KIX
TPE,SIN
FLL,MCO
MCO,FLL
CAN,CKG
CAN,CTU
CGO,CKG
CGO,CTU
CGO,HGH
CGO,KMG
CKG,CAN
CKG,CGO
CKG,CSX
CKG,CTU
CKG,HGH
CKG,KMG
CKG,NKG
CKG,PEK
CKG,PVG
CKG,SYD
CKG,SZX
CKG,TNA
CKG,TSN
CKG,WUH
CKG,XIY
CSX,CKG
CSX,CTU
CSX,FOC
CSX,KMG
CSX,XMN
CTU,CAN
CTU,CGO
CTU,CKG
CTU,CSX
CTU,HGH
CTU,HKG
CTU,ICN
CTU,KMG
CTU,NKG
CTU,PEK
CTU,PVG
CTU,SZX
CTU,TAO
CTU,TNA
CTU,TSN
CTU,WUH
CTU,XIY
CTU,XMN
FOC,CSX
FOC,XIY
HGH,CGO
HGH,CKG
HGH,CTU
HGH,TSN
HKG,CTU
ICN,CTU
KMG,CGO
KMG,CKG
KMG,CSX
KMG,CTU
KMG,NKG
KMG,TAO
KMG,TNA
KMG,TPE
KMG,XIY
KMG,XMN
NKG,CKG
NKG,CTU
NKG,KMG
PEK,CKG
PEK,CTU
PVG,CKG
PVG,CTU
SYD,CKG
SZX,CKG
SZX,CTU
TAO,CTU
TAO,KMG
TNA,CKG
TNA,CTU
TNA,KMG
TNA,XIY
TPE,KMG
TSN,CKG
TSN,CTU
TSN,HGH
WUH,CKG
WUH,CTU
XIY,CKG
XIY,CTU
XIY,FOC
XIY,KMG
XIY,TNA
XIY,XMN
XMN,CSX
XMN,CTU
XMN,KMG
XMN,XIY
LAS,LAX
LAX,LAS
CUN,MEX
JFK,MEX
MEX,CUN
MEX,JFK
MEX,MIA
MIA,MEX
AGP,TXL
AMS,HAM
ARN,DUS
ARN,HAM
BCN,DUS
BCN,HAM
CDG,HAM
DUB,DUS
DUS,ARN
DUS,BCN
DUS,DUB
DUS,GVA
DUS,MAD
DUS,MXP
DUS,PMI
DUS,PRG
FCO,HAM
FCO,TXL
GVA,DUS
GVA,HAM
HAM,AMS
HAM,ARN
HAM,BCN
HAM,CDG
HAM,FCO
HAM,GVA
HAM,LHR
HAM,MAD
HAM,MAN
HAM,MXP
HAM,OSL
HAM,PMI
HAM,PRG
HAM,VIE
HAM,ZRH
HEL,TXL
LHR,HAM
LHR,TXL
MAD,DUS
MAD,HAM
MAN,HAM
MXP,DUS
MXP,HAM
OSL,HAM
PMI,DUS
PMI,HAM
PMI,TXL
PRG,DUS
PRG,HAM
TXL,AGP
TXL,FCO
TXL,HEL
TXL,LHR
TXL,PMI
TXL,VIE
VIE,HAM
VIE,TXL
ZRH,HAM
BKK,DEL
BOM,DEL
BOM,DXB
DEL,BKK
DEL,BOM
DEL,DXB
DXB,BOM
DXB,DEL
FCO,TLV
TLV,FCO
DME,LED
LED,DME
BKK,ICN
HKG,ICN
ICN,BKK
ICN,HKG
ICN,KIX
ICN,NRT
ICN,TAO
KIX,ICN
NRT,ICN
TAO,ICN
BKK,CKG
BKK,ICN
CKG,BKK
ICN,BKK
CGO,KMG
CKG,KMG
CSX,FOC
CSX,KMG
CSX,NKG
CTU,KMG
CTU,TSN
FOC,CSX
HGH,KMG
KMG,CGO
KMG,CKG
KMG,CSX
KMG,CTU
KMG,HGH
KMG,PEK
KMG,PVG
KMG,TNA
KMG,WUH
KMG,XIY
NKG,CSX
PEK,KMG
PVG,KMG
TAO,WUH
TNA,KMG
TSN,CTU
WUH,KMG
WUH,TAO
XIY,KMG
CDG,IST
IST,CDG
BKK,PVG
CAN,SHA
CKG,PVG
CKG,SHA
CSX,SHA
CTU,SHA
HGH,SZX
HKG,PVG
KIX,PVG
KMG,PVG
KMG,SHA
PVG,BKK
PVG,CKG
PVG,HKG
PVG,KIX
PVG,SIN
PVG,TAO
PVG,TPE
PVG,XMN
SHA,CAN
SHA,CKG
SHA,CSX
SHA,CTU
SHA,KMG
SHA,SZX
SHA,TAO
SHA,XIY
SHA,XMN
SIN,PVG
SZX,HGH
SZX,SHA
TAO,SHA
TPE,PVG
XIY,SHA
XMN,PVG
XMN,SHA
ATL,MSP
MSP,ATL
AUH,BOM
AUH,DEL
BKK,BOM
BKK,DEL
BOM,AUH
BOM,BKK
BOM,BRU
BOM,DEL
BOM,DOH
BOM,DXB
BOM,HKG
BOM,JED
BOM,KUL
BOM,LHR
BOM,NRT
BOM,SIN
BRU,BOM
BRU,DEL
BRU,EWR
BRU,YYZ
DEL,AUH
DEL,BKK
DEL,BOM
DEL,BRU
DEL,DOH
DEL,DXB
DEL,HKG
DEL,KUL
DEL,LHR
DEL,SIN
DOH,BOM
DOH,DEL
DXB,BOM
DXB,DEL
EWR,BRU
HKG,BOM
HKG,DEL
JED,BOM
KUL,BOM
KUL,DEL
LHR,BOM
LHR,DEL
NRT,BOM
SIN,BOM
SIN,DEL
YYZ,BRU
ATH,AUH
ATH,BCN
ATH,BRU
ATH,CDG
ATH,DME
ATH,DUS
ATH,FCO
ATH,FRA
ATH,GVA
ATH,IST
ATH,LED
ATH,LHR
ATH,MAD
ATH,MAN
ATH,MUC
ATH,MXP
ATH,OSL
ATH,PHL
ATH,PRG
ATH,TLV
ATH,TXL
ATH,VIE
AUH,ATH
BCN,ATH
BRU,ATH
CDG,ATH
DME,ATH
DUS,ATH
FCO,ATH
FRA,ATH
GVA,ATH
IST,ATH
LED,ATH
LHR,ATH
MAD,ATH
MAN,ATH
MUC,ATH
MXP,ATH
OSL,ATH
PHL,ATH
PRG,ATH
TLV,ATH
TXL,ATH
VIE,ATH
ZRH,LIS
AGP,LHR
AMS,LHR
AMS,PHL
ARN,LHR
ATH,LHR
ATH,PHL
ATL,CLT
ATL,DFW
ATL,LHR
ATL,MIA
ATL,ORD
ATL,PHL
ATL,PHX
AUH,DUS
AUH,IAD
AUH,JFK
AUH,LHR
AUH,ORD
BCN,JFK
BCN,LHR
BCN,MIA
BCN,PHL
BKK,KUL
BKK,NRT
BOM,LHR
BOS,CLT
BOS,CUN
BOS,DCA
BOS,DFW
BOS,JFK
BOS,LAX
BOS,LGA
BOS,LHR
BOS,MAD
BOS,MIA
BOS,NRT
BOS,ORD
BOS,PHL
BOS,PHX
BOS,SEA
BRU,LHR
BRU,PHL
BWI,CLT
BWI,DFW
BWI,JFK
BWI,LHR
BWI,MIA
BWI,ORD
BWI,PHL
BWI,PHX
CDG,CLT
CDG,DFW
CDG,JFK
CDG,KUL
CDG,LHR
CDG,MIA
CDG,ORD
CDG,PHL
CLT,ATL
CLT,BOS
CLT,BWI
CLT,CDG
CLT,CUN
CLT,DCA
CLT,DEN
CLT,DFW
CLT,DTW
CLT,DUB
CLT,EWR
CLT,FCO
CLT,FLL
CLT,FRA
CLT,GRU
CLT,IAD
CLT,IAH
CLT,JFK
CLT,LAS
CLT,LAX
CLT,LGA
CLT,LHR
CLT,MCO
CLT,MEX
CLT,MIA
CLT,MSP
CLT,ORD
CLT,PHL
CLT,PHX
CLT,SEA
CLT,SFO
CLT,YUL
CLT,YYZ
CPH,LHR
CUN,BOS
CUN,CLT
CUN,DFW
CUN,JFK
CUN,MIA
CUN,ORD
CUN,PHL
CUN,PHX
DCA,BOS
DCA,CLT
DCA,DFW
DCA,DTW
DCA,FLL
DCA,JFK
DCA,LAS
DCA,LAX
DCA,LGA
DCA,MCO
DCA,MIA
DCA,MSP
DCA,ORD
DCA,PHL
DCA,PHX
DCA,YUL
DCA,YYZ
DEL,LHR
DEN,CLT
DEN,DFW
DEN,LAX
DEN,LHR
